tail,head,edge_weight,edge_type
P40426,A1L4K1,2.80E-01,MI:0018 (two hybrid)
P40426,Q969L2,2.80E-01,MI:0018 (two hybrid)
P40426,P31269,4.92E-01,MI:0096 (pull down)
P40426,Q96DX7,2.80E-01,MI:0018 (two hybrid)
P40426,Q15041,2.80E-01,MI:0018 (two hybrid)
P40426,Q13077,2.80E-01,MI:0018 (two hybrid)
P40429,P62851,2.01E-01,MI:0401 (biochemical)
P40429,P18621,6.98E-01,SPIKE|MI:0401 (biochemical)
P40429,P61326,7.11E-01,MI:0007 (anti tag coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P40429,P62854,2.01E-01,MI:0401 (biochemical)
P40429,Q9UKV8,3.49E-01,MI:0007 (anti tag coimmunoprecipitation)
P40429,Q9Y3U8,6.98E-01,SPIKE|MI:0401 (biochemical)
P40429,Q9BYG3,3.11E-01,MI:0004 (affinity chromatography technology)
P40429,P62424,6.98E-01,SPIKE|MI:0401 (biochemical)
P40429,P30050,6.98E-01,SPIKE|MI:0401 (biochemical)
P40429,P62081,2.01E-01,MI:0401 (biochemical)
P40429,Q9UL18,3.49E-01,MI:0007 (anti tag coimmunoprecipitation)
P40429,P11940,2.01E-01,MI:0401 (biochemical)
P40429,P62917,7.50E-01,SPIKE|MI:0004 (affinity chromatography technology)|MI:0401 (biochemical)
P40429,P05362,3.11E-01,MI:0004 (affinity chromatography technology)
P40429,P62753,2.01E-01,MI:0401 (biochemical)
P40429,P62750,6.98E-01,MI:0401 (biochemical)|SPIKE
P40429,Q99496,7.11E-01,MI:0007 (anti tag coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P40429,P13612,3.11E-01,MI:0004 (affinity chromatography technology)
P40429,P62906,6.98E-01,SPIKE|MI:0401 (biochemical)
P40429,P83731,6.98E-01,SPIKE|MI:0401 (biochemical)
P40429,P23396,2.01E-01,MI:0401 (biochemical)
P40429,Q9Y2K1,3.11E-01,MI:0004 (affinity chromatography technology)
P40429,P84098,6.98E-01,MI:0401 (biochemical)|SPIKE
P40429,P35268,6.98E-01,MI:0401 (biochemical)|SPIKE
P40429,Q12986,3.11E-01,MI:0004 (affinity chromatography technology)
P40429,P23258,3.11E-01,MI:0004 (affinity chromatography technology)
P40429,P04004,2.80E-01,MI:0018 (two hybrid)
P40429,P62987,4.74E-01,SPIKE
P40429,Q9H0R8,3.49E-01,MI:0007 (anti tag coimmunoprecipitation)
P40429,Q13148,3.11E-01,MI:0004 (affinity chromatography technology)
P40429,P32969,6.98E-01,SPIKE|MI:0401 (biochemical)
P40429,Q96HE9,3.11E-01,MI:0004 (affinity chromatography technology)
P40429,P05386,4.74E-01,SPIKE
P40429,P05387,6.98E-01,SPIKE|MI:0401 (biochemical)
P40429,P05388,6.98E-01,MI:0401 (biochemical)|SPIKE
P40429,P39019,2.01E-01,MI:0401 (biochemical)
P40429,P62910,6.98E-01,MI:0401 (biochemical)|SPIKE
P40429,O00567,7.11E-01,MI:0007 (anti tag coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P40429,P19320,7.24E-01,MI:0030 (cross-linking study)|MI:0004 (affinity chromatography technology)
P40429,P62280,2.01E-01,MI:0401 (biochemical)
P40429,Q02543,6.98E-01,MI:0401 (biochemical)|SPIKE
P40429,P61254,4.74E-01,SPIKE
P40429,P46777,6.98E-01,SPIKE|MI:0401 (biochemical)
P40429,P03886,2.80E-01,MI:0018 (two hybrid)
P40429,P62913,6.98E-01,SPIKE|MI:0401 (biochemical)
P40429,P02741,2.80E-01,MI:0018 (two hybrid)
P40429,P03372,7.50E-01,MI:0029 (cosedimentation through density gradient)|MI:0004 (affinity chromatography technology)
P40429,P46776,6.98E-01,SPIKE|MI:0401 (biochemical)
P40429,P35244,3.11E-01,MI:0004 (affinity chromatography technology)
P40429,Q8IXZ2,3.11E-01,MI:0004 (affinity chromatography technology)
P40429,P39023,6.98E-01,MI:0401 (biochemical)|SPIKE
P40429,P35240,3.11E-01,MI:0004 (affinity chromatography technology)
P40429,P0DP23,4.92E-01,MI:0096 (pull down)
P40429,P61313,6.98E-01,SPIKE|MI:0401 (biochemical)
P40429,O75530,7.11E-01,MI:0007 (anti tag coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P40429,P61247,2.01E-01,MI:0401 (biochemical)
P40429,Q13618,3.11E-01,MI:0004 (affinity chromatography technology)
P40429,P49354,2.80E-01,MI:0018 (two hybrid)
P40429,Q9BT49,3.11E-01,MI:0004 (affinity chromatography technology)
P40429,P05412,4.14E-01,MI:0006 (anti bait coimmunoprecipitation)
P40429,P27635,7.50E-01,SPIKE|MI:0004 (affinity chromatography technology)|MI:0007 (anti tag coimmunoprecipitation)|MI:0401 (biochemical)
P40429,P05091,2.80E-01,MI:0018 (two hybrid)
P40429,P62888,7.50E-01,MI:0018 (two hybrid)|MI:0401 (biochemical)|MI:0397 (two hybrid array)|SPIKE
P40429,Q07020,6.98E-01,MI:0401 (biochemical)|SPIKE
P40429,Q07021,4.74E-01,SPIKE
P40429,P60866,2.01E-01,MI:0401 (biochemical)
P40429,P11142,2.01E-01,MI:0401 (biochemical)
P40429,P56537,2.01E-01,MI:0401 (biochemical)
P40429,P83881,4.74E-01,SPIKE
P40429,P49736,3.11E-01,MI:0004 (affinity chromatography technology)
P40429,Q9BV10,2.80E-01,MI:0018 (two hybrid)
P40429,P49207,6.98E-01,SPIKE|MI:0401 (biochemical)
P40429,P60520,3.49E-01,MI:0007 (anti tag coimmunoprecipitation)
P40429,P60484,4.92E-01,MI:0096 (pull down)
P40429,P50914,7.50E-01,SPIKE|MI:0004 (affinity chromatography technology)|MI:0401 (biochemical)
P40429,P62891,4.74E-01,SPIKE
P40429,P04406,7.50E-01,MI:0069 (mass spectrometry studies of complexes)
P40429,Q13310,2.01E-01,MI:0401 (biochemical)
P40429,P62899,6.98E-01,MI:0401 (biochemical)|SPIKE
P40429,P18077,6.98E-01,SPIKE|MI:0401 (biochemical)
P40429,P62266,2.01E-01,MI:0401 (biochemical)
P40429,P27105,2.80E-01,MI:0018 (two hybrid)
P40429,P02751,7.24E-01,MI:0030 (cross-linking study)|MI:0004 (affinity chromatography technology)
P40429,Q9H3D4,3.11E-01,MI:0004 (affinity chromatography technology)
P40429,P62269,2.01E-01,MI:0401 (biochemical)
P40429,P11441,3.11E-01,MI:0004 (affinity chromatography technology)
P40429,P14921,7.50E-01,MI:0034 (display technology)|MI:0096 (pull down)
P40429,P08865,2.01E-01,MI:0401 (biochemical)
P40429,P62945,4.74E-01,SPIKE
P40429,Q93034,3.11E-01,MI:0004 (affinity chromatography technology)
P40429,P62829,6.98E-01,SPIKE|MI:0401 (biochemical)
P40429,P06748,7.11E-01,MI:0007 (anti tag coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P40429,Q6NUN9,3.11E-01,MI:0004 (affinity chromatography technology)
P40429,Q00839,7.11E-01,MI:0007 (anti tag coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P40429,Q5U5Q3,4.92E-01,MI:0096 (pull down)
P40429,P62701,2.01E-01,MI:0401 (biochemical)
P40429,P27694,3.11E-01,MI:0004 (affinity chromatography technology)
P40429,P62277,2.01E-01,MI:0401 (biochemical)
P40429,Q02878,6.98E-01,SPIKE|MI:0401 (biochemical)
P40429,Q504Q3,3.11E-01,MI:0004 (affinity chromatography technology)
P40429,P62263,2.01E-01,MI:0401 (biochemical)
P40429,Q8NBJ4,7.50E-01,MI:0018 (two hybrid)|MI:0398 (two hybrid pooling approach)|SPIKE
P40429,P42677,2.01E-01,MI:0401 (biochemical)
P40429,P47914,4.74E-01,SPIKE
P40429,Q9UNX3,4.74E-01,SPIKE
P40429,Q86VP6,3.11E-01,MI:0004 (affinity chromatography technology)
P40429,Q969P0,3.11E-01,MI:0004 (affinity chromatography technology)
P40429,P53355,4.74E-01,SPIKE
P40429,Q13616,3.11E-01,MI:0004 (affinity chromatography technology)
P40429,P15927,3.11E-01,MI:0004 (affinity chromatography technology)
P40429,P61513,6.98E-01,MI:0401 (biochemical)|SPIKE
P40429,P04629,3.11E-01,MI:0004 (affinity chromatography technology)
P40429,P36873,4.92E-01,MI:0096 (pull down)
P40429,P05181,2.80E-01,MI:0018 (two hybrid)
P40429,Q92901,4.74E-01,SPIKE
P40429,Q9BV73,3.11E-01,MI:0004 (affinity chromatography technology)
P40429,P25398,2.01E-01,MI:0401 (biochemical)
P40429,P46783,2.01E-01,MI:0401 (biochemical)
P40429,P46782,2.01E-01,MI:0401 (biochemical)
P40429,P46781,2.01E-01,MI:0401 (biochemical)
P40429,P26373,6.98E-01,SPIKE|MI:0401 (biochemical)
P40429,Q9H0W5,3.11E-01,MI:0004 (affinity chromatography technology)
P40429,P62241,2.01E-01,MI:0401 (biochemical)
P40429,P36578,6.98E-01,SPIKE|MI:0401 (biochemical)
P40429,P62244,2.01E-01,MI:0401 (biochemical)
P40429,P63173,6.98E-01,SPIKE|MI:0401 (biochemical)
P40429,P62249,2.01E-01,MI:0401 (biochemical)
P40429,P42766,6.98E-01,SPIKE|MI:0401 (biochemical)
P40429,P61353,6.98E-01,SPIKE|MI:0401 (biochemical)
P40429,P22087,2.01E-01,MI:0401 (biochemical)
P40429,Q8NFZ0,7.04E-01,MI:0398 (two hybrid pooling approach)|SPIKE
P40429,P46778,6.98E-01,SPIKE|MI:0401 (biochemical)
P40429,P46779,4.74E-01,SPIKE
P40429,P38919,7.11E-01,MI:0007 (anti tag coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P40429,P15880,2.01E-01,MI:0401 (biochemical)
P40429,P61927,4.74E-01,SPIKE
P40429,Q7Z6Z7,3.11E-01,MI:0004 (affinity chromatography technology)
P40429,P18124,6.98E-01,MI:0401 (biochemical)|SPIKE
P40429,O15160,2.01E-01,MI:0401 (biochemical)
P40429,P61619,2.01E-01,MI:0401 (biochemical)
P51991,P51149,2.01E-01,MI:0401 (biochemical)
P51991,O94817,7.50E-01,MI:0006 (anti bait coimmunoprecipitation)|SPIKE
P51991,P62857,2.01E-01,MI:0401 (biochemical)
P51991,Q8IX12,4.74E-01,SPIKE
P51991,Q9BY32,2.01E-01,MI:0401 (biochemical)
P51991,P52597,6.98E-01,MI:0401 (biochemical)|SPIKE
P51991,Q9UKE5,4.14E-01,MI:0006 (anti bait coimmunoprecipitation)
P51991,Q96GG9,3.11E-01,MI:0004 (affinity chromatography technology)
P51991,O43353,7.50E-01,MI:0006 (anti bait coimmunoprecipitation)|SPIKE
P51991,P31943,6.98E-01,SPIKE|MI:0401 (biochemical)
P51991,P31942,2.01E-01,MI:0401 (biochemical)
P51991,P05362,3.11E-01,MI:0004 (affinity chromatography technology)
P51991,Q99729,2.01E-01,MI:0401 (biochemical)
P51991,P55795,7.50E-01,MI:0401 (biochemical)|MI:0004 (affinity chromatography technology)|MI:0007 (anti tag coimmunoprecipitation)|SPIKE
P51991,P60033,3.11E-01,MI:0004 (affinity chromatography technology)
P51991,P61978,6.98E-01,SPIKE|MI:0401 (biochemical)
P51991,P52756,4.74E-01,SPIKE
P51991,Q86V81,4.74E-01,SPIKE
P51991,P13612,3.11E-01,MI:0004 (affinity chromatography technology)
P51991,P40337,3.11E-01,MI:0004 (affinity chromatography technology)
P51991,Q9BYN8,2.01E-01,MI:0401 (biochemical)
P51991,Q15428,7.50E-01,MI:0004 (affinity chromatography technology)|SPIKE
P51991,Q9Y2K1,3.11E-01,MI:0004 (affinity chromatography technology)
P51991,Q13285,3.49E-01,MI:0007 (anti tag coimmunoprecipitation)
P51991,Q14999,3.11E-01,MI:0004 (affinity chromatography technology)
P51991,Q9GZS1,7.50E-01,MI:0006 (anti bait coimmunoprecipitation)|SPIKE
P51991,P07910,4.74E-01,SPIKE
P51991,Q01130,4.74E-01,SPIKE
P51991,P52565,7.50E-01,MI:0006 (anti bait coimmunoprecipitation)|SPIKE|MI:0004 (affinity chromatography technology)
P51991,Q9H0R8,3.49E-01,MI:0007 (anti tag coimmunoprecipitation)
P51991,P22695,2.01E-01,MI:0401 (biochemical)
P51991,Q08211,4.74E-01,SPIKE
P51991,Q99623,2.01E-01,MI:0401 (biochemical)
P51991,P05387,2.01E-01,MI:0401 (biochemical)
P51991,Q9NRC8,3.11E-01,MI:0004 (affinity chromatography technology)
P51991,Q13509,4.92E-01,MI:0096 (pull down)
P51991,P19320,7.24E-01,MI:0030 (cross-linking study)|MI:0004 (affinity chromatography technology)
P51991,P61026,2.01E-01,MI:0401 (biochemical)
P51991,P52272,4.74E-01,SPIKE
P51991,Q9UHX1,7.50E-01,MI:0006 (anti bait coimmunoprecipitation)|MI:0004 (affinity chromatography technology)|SPIKE
P51991,P67809,4.74E-01,SPIKE
P51991,Q93034,3.11E-01,MI:0004 (affinity chromatography technology)
P51991,Q9H492,3.49E-01,MI:0007 (anti tag coimmunoprecipitation)
P51991,Q15366,4.74E-01,SPIKE
P51991,P23246,2.01E-01,MI:0401 (biochemical)
P51991,Q15365,4.74E-01,SPIKE
P51991,Q13620,3.11E-01,MI:0004 (affinity chromatography technology)
P51991,P03372,7.50E-01,MI:0029 (cosedimentation through density gradient)|MI:0004 (affinity chromatography technology)
P51991,P00558,2.01E-01,MI:0401 (biochemical)
P51991,Q13151,4.74E-01,SPIKE
P51991,P35244,3.11E-01,MI:0004 (affinity chromatography technology)
P51991,Q9BXL5,4.14E-01,MI:0006 (anti bait coimmunoprecipitation)
P51991,Q13148,3.11E-01,MI:0004 (affinity chromatography technology)
P51991,P38159,4.74E-01,SPIKE
P51991,O75530,7.11E-01,MI:0007 (anti tag coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P51991,P49407,7.11E-01,MI:0007 (anti tag coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P51991,P09651,7.50E-01,SPIKE|MI:0007 (anti tag coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P51991,P14866,6.98E-01,SPIKE|MI:0401 (biochemical)
P51991,Q99714,2.01E-01,MI:0401 (biochemical)
P51991,Q9GZQ8,3.49E-01,MI:0007 (anti tag coimmunoprecipitation)
P51991,Q15287,4.74E-01,SPIKE
P51991,Q9UJV9,3.49E-01,MI:0007 (anti tag coimmunoprecipitation)
P51991,Q99496,7.11E-01,MI:0007 (anti tag coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P51991,Q13618,3.11E-01,MI:0004 (affinity chromatography technology)
P51991,Q9HCE7,3.11E-01,MI:0004 (affinity chromatography technology)
P51991,P05412,4.14E-01,MI:0006 (anti bait coimmunoprecipitation)
P51991,Q8IWS0,3.11E-01,MI:0004 (affinity chromatography technology)
P51991,Q13616,3.11E-01,MI:0004 (affinity chromatography technology)
P51991,Q13617,3.11E-01,MI:0004 (affinity chromatography technology)
P51991,O75937,4.74E-01,SPIKE
P51991,Q9Y6E0,7.50E-01,MI:0006 (anti bait coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P51991,O60216,3.11E-01,MI:0004 (affinity chromatography technology)
P51991,P11142,2.01E-01,MI:0401 (biochemical)
P51991,Q16629,4.74E-01,SPIKE
P51991,Q504Q3,3.11E-01,MI:0004 (affinity chromatography technology)
P51991,O14879,7.11E-01,MI:0007 (anti tag coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P51991,Q08170,4.74E-01,SPIKE
P51991,P78362,5.69E-01,MI:0415 (enzymatic study)
P51991,O14979,2.01E-01,MI:0401 (biochemical)
P51991,P49736,3.11E-01,MI:0004 (affinity chromatography technology)
P51991,P22626,6.98E-01,MI:0401 (biochemical)|SPIKE
P51991,Q86T82,5.80E-02,MI:1313 (bioid)
P51991,P60520,3.49E-01,MI:0007 (anti tag coimmunoprecipitation)
P51991,Q92620,4.74E-01,SPIKE
P51991,Q15233,2.01E-01,MI:0401 (biochemical)
P51991,P61088,2.01E-01,MI:0401 (biochemical)
P51991,P04406,2.01E-01,MI:0401 (biochemical)
P51991,Q05519,4.74E-01,SPIKE
P51991,O75147,3.11E-01,MI:0004 (affinity chromatography technology)
P51991,Q9BUJ2,4.74E-01,SPIKE
P51991,P11387,7.50E-01,MI:0004 (affinity chromatography technology)|MI:0096 (pull down)|SPIKE
P51991,P02751,3.11E-01,MI:0004 (affinity chromatography technology)
P51991,Q92841,2.01E-01,MI:0401 (biochemical)
P51991,Q8IWZ8,4.74E-01,SPIKE
P51991,P26599,6.98E-01,MI:0401 (biochemical)|SPIKE
P51991,Q12986,4.74E-01,SPIKE
P51991,P20963,4.92E-01,MI:0096 (pull down)
P51991,Q32P51,2.01E-01,MI:0401 (biochemical)
P51991,Q9UKB1,3.11E-01,MI:0004 (affinity chromatography technology)
P51991,O43169,2.01E-01,MI:0401 (biochemical)
P51991,Q9H3D4,3.11E-01,MI:0004 (affinity chromatography technology)
P51991,O94903,2.01E-01,MI:0401 (biochemical)
P51991,O43390,4.74E-01,SPIKE
P51991,P62820,2.01E-01,MI:0401 (biochemical)
P51991,Q9UQL6,3.11E-01,MI:0004 (affinity chromatography technology)
P51991,Q9UQ35,2.01E-01,MI:0401 (biochemical)
P51991,Q969P0,3.11E-01,MI:0004 (affinity chromatography technology)
P51991,Q00839,6.98E-01,SPIKE|MI:0401 (biochemical)
P51991,O60506,2.01E-01,MI:0401 (biochemical)
P51991,Q6FIF0,2.01E-01,MI:0401 (biochemical)
P51991,P51858,7.46E-01,MI:0676 (tandem affinity purification)|MI:0004 (affinity chromatography technology)
P51991,Q13247,4.74E-01,SPIKE
P51991,Q13243,4.74E-01,SPIKE
P51991,Q13242,4.74E-01,SPIKE
P51991,Q13573,7.50E-01,MI:0006 (anti bait coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P51991,Q14683,4.74E-01,SPIKE
P51991,P27694,3.11E-01,MI:0004 (affinity chromatography technology)
P51991,P62277,2.01E-01,MI:0401 (biochemical)
P51991,Q14103,6.98E-01,MI:0401 (biochemical)|SPIKE
P51991,Q01844,2.20E-01,MI:1313 (bioid)|MI:0004 (affinity chromatography technology)
P51991,Q9Y297,3.11E-01,MI:0004 (affinity chromatography technology)
P51991,P33992,3.11E-01,MI:0004 (affinity chromatography technology)
P51991,O95793,3.11E-01,MI:0004 (affinity chromatography technology)
P51991,Q92616,2.01E-01,MI:0401 (biochemical)
P51991,Q07955,4.74E-01,SPIKE
P51991,Q86VP6,3.11E-01,MI:0004 (affinity chromatography technology)
P51991,P05026,2.01E-01,MI:0401 (biochemical)
P51991,Q71U36,4.92E-01,MI:0096 (pull down)
P51991,P49759,5.69E-01,MI:0415 (enzymatic study)
P51991,P15927,3.11E-01,MI:0004 (affinity chromatography technology)
P51991,P04629,3.11E-01,MI:0004 (affinity chromatography technology)
P51991,P14324,2.01E-01,MI:0401 (biochemical)
P51991,P26641,2.01E-01,MI:0401 (biochemical)
P51991,P62633,7.50E-01,MI:0006 (anti bait coimmunoprecipitation)|MI:0004 (affinity chromatography technology)|SPIKE
P51991,Q01081,4.74E-01,SPIKE
P51991,O95166,3.49E-01,MI:0007 (anti tag coimmunoprecipitation)
P51991,Q15796,2.84E-01,MI:0034 (display technology)
P51991,Q9NZC7,3.11E-01,MI:0004 (affinity chromatography technology)
P51991,Q9NZI8,3.49E-01,MI:0007 (anti tag coimmunoprecipitation)
P51991,O60260,3.11E-01,MI:0004 (affinity chromatography technology)
P51991,P13639,2.01E-01,MI:0401 (biochemical)
P51991,O95400,4.74E-01,SPIKE
P51991,Q9UHD9,2.80E-01,MI:0018 (two hybrid)
P51991,Q6IQ23,4.14E-01,MI:0006 (anti bait coimmunoprecipitation)
P51991,P11021,7.50E-01,MI:0401 (biochemical)|MI:0676 (tandem affinity purification)|MI:0004 (affinity chromatography technology)
P51991,O43633,2.01E-01,MI:0401 (biochemical)
P51991,Q8IYB3,4.74E-01,SPIKE
P51991,Q15404,2.01E-01,MI:0401 (biochemical)
P51991,P26368,7.50E-01,MI:0004 (affinity chromatography technology)|SPIKE
P51991,P50238,2.01E-01,MI:0401 (biochemical)
P51991,Q92905,3.11E-01,MI:0004 (affinity chromatography technology)
P51991,P06576,2.01E-01,MI:0401 (biochemical)
P51991,O60508,4.74E-01,SPIKE
P51991,Q16526,3.11E-01,MI:0004 (affinity chromatography technology)
P51991,P35637,6.98E-01,SPIKE|MI:0401 (biochemical)
P51991,Q15843,3.11E-01,MI:0004 (affinity chromatography technology)
P51991,Q8WXA9,3.11E-01,MI:0004 (affinity chromatography technology)
P51991,Q9H9Z2,3.11E-01,MI:0004 (affinity chromatography technology)
P51991,P62258,7.11E-01,MI:0007 (anti tag coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
P51991,P84103,4.74E-01,SPIKE
P51991,P43243,7.11E-01,MI:0007 (anti tag coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
Q13838,P61326,3.49E-01,MI:0007 (anti tag coimmunoprecipitation)
Q13838,P09110,1.82E-01,MI:0397 (two hybrid array)|MI:1112 (two hybrid prey pooling approach)
Q13838,O95433,2.01E-01,MI:0401 (biochemical)
Q13838,Q9P127,7.50E-01,MI:0397 (two hybrid array)|MI:1112 (two hybrid prey pooling approach)|MI:0096 (pull down)|MI:0004 (affinity chromatography technology)
Q13838,O00148,7.50E-01,MI:0018 (two hybrid)|MI:0401 (biochemical)|MI:0397 (two hybrid array)|MI:1112 (two hybrid prey pooling approach)|SPIKE
Q13838,P52298,4.92E-01,MI:0096 (pull down)
Q13838,P11940,2.01E-01,MI:0401 (biochemical)
Q13838,Q99728,2.80E-01,MI:0018 (two hybrid)
Q13838,P62993,7.50E-01,MI:0096 (pull down)|SPIKE
Q13838,Q15022,7.11E-01,MI:0007 (anti tag coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
Q13838,Q8TBB1,1.82E-01,MI:0397 (two hybrid array)|MI:1112 (two hybrid prey pooling approach)
Q13838,Q86V81,7.50E-01,MI:0004 (affinity chromatography technology)|MI:0007 (anti tag coimmunoprecipitation)|MI:0018 (two hybrid)|SPIKE|KEGG binding/association|MI:0006 (anti bait coimmunoprecipitation)|MI:0096 (pull down)|MI:0401 (biochemical)
Q13838,P13612,3.11E-01,MI:0004 (affinity chromatography technology)
Q13838,Q14240,2.01E-01,MI:0401 (biochemical)
Q13838,O75928,7.50E-01,MI:0018 (two hybrid)|SPIKE
Q13838,P78406,3.11E-01,MI:0004 (affinity chromatography technology)
Q13838,P00390,2.01E-01,MI:0401 (biochemical)
Q13838,Q13285,3.11E-01,MI:0004 (affinity chromatography technology)
Q13838,O00159,7.11E-01,MI:0007 (anti tag coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
Q13838,A0JLT2,7.50E-01,MI:0007 (anti tag coimmunoprecipitation)|SPIKE
Q13838,P60896,7.11E-01,MI:0007 (anti tag coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
Q13838,Q9HB07,2.01E-01,MI:0401 (biochemical)
Q13838,Q06265,7.50E-01,MI:0018 (two hybrid)|SPIKE
Q13838,Q14999,3.11E-01,MI:0004 (affinity chromatography technology)
Q13838,Q08426,1.82E-01,MI:0397 (two hybrid array)|MI:1112 (two hybrid prey pooling approach)
Q13838,P61981,7.50E-01,MI:0019 (coimmunoprecipitation)|MI:0004 (affinity chromatography technology)|SPIKE
Q13838,P15336,7.11E-01,MI:0007 (anti tag coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
Q13838,P04844,2.01E-01,MI:0401 (biochemical)
Q13838,P04843,2.01E-01,MI:0401 (biochemical)
Q13838,Q9H267,2.01E-01,MI:0401 (biochemical)
Q13838,O00560,1.82E-01,MI:0397 (two hybrid array)|MI:1112 (two hybrid prey pooling approach)
Q13838,Q13509,7.50E-01,MI:0018 (two hybrid)|SPIKE
Q13838,P19320,7.24E-01,MI:0030 (cross-linking study)|MI:0004 (affinity chromatography technology)
Q13838,Q9Y4Z0,2.01E-01,MI:0401 (biochemical)
Q13838,Q96A72,2.01E-01,MI:0401 (biochemical)
Q13838,P39656,2.01E-01,MI:0401 (biochemical)
Q13838,P25786,4.74E-01,SPIKE
Q13838,Q9UNL2,2.01E-01,MI:0401 (biochemical)
Q13838,Q9Y3Y2,7.50E-01,MI:0018 (two hybrid)|MI:0006 (anti bait coimmunoprecipitation)|MI:0007 (anti tag coimmunoprecipitation)|MI:0096 (pull down)
Q13838,O75530,7.11E-01,MI:0007 (anti tag coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
Q13838,Q9NZC7,3.11E-01,MI:0004 (affinity chromatography technology)
Q13838,O14867,7.11E-01,MI:0007 (anti tag coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
Q13838,P09012,1.82E-01,MI:0397 (two hybrid array)|MI:1112 (two hybrid prey pooling approach)
Q13838,Q92620,2.01E-01,MI:0401 (biochemical)
Q13838,P24941,3.11E-01,MI:0004 (affinity chromatography technology)
Q13838,Q99496,7.11E-01,MI:0007 (anti tag coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
Q13838,Q9UQL6,3.11E-01,MI:0004 (affinity chromatography technology)
Q13838,Q9Y5S9,6.44E-01,MI:0006 (anti bait coimmunoprecipitation)|MI:0401 (biochemical)
Q13838,P13804,2.01E-01,MI:0401 (biochemical)
Q13838,P11310,2.01E-01,MI:0401 (biochemical)
Q13838,P50402,3.11E-01,MI:0004 (affinity chromatography technology)
Q13838,Q6RFH5,2.01E-01,MI:0401 (biochemical)
Q13838,P10809,2.01E-01,MI:0401 (biochemical)
Q13838,Q09161,7.50E-01,MI:0096 (pull down)|MI:0004 (affinity chromatography technology)
Q13838,P78362,7.50E-01,MI:0415 (enzymatic study)|MI:0676 (tandem affinity purification)|MI:0004 (affinity chromatography technology)
Q13838,Q96QD9,3.11E-01,MI:0004 (affinity chromatography technology)
Q13838,O75147,3.11E-01,MI:0004 (affinity chromatography technology)
Q13838,Q13769,7.50E-01,MI:0401 (biochemical)|MI:0007 (anti tag coimmunoprecipitation)|MI:0096 (pull down)|MI:0004 (affinity chromatography technology)
Q13838,P12830,5.80E-02,MI:1313 (bioid)
Q13838,Q53F19,7.11E-01,MI:0007 (anti tag coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
Q13838,Q13569,7.50E-01,MI:0018 (two hybrid)|SPIKE
Q13838,Q13310,2.01E-01,MI:0401 (biochemical)
Q13838,Q6Y2X3,4.74E-01,SPIKE
Q13838,P02751,3.11E-01,MI:0004 (affinity chromatography technology)
Q13838,Q01664,3.11E-01,MI:0004 (affinity chromatography technology)
Q13838,P50570,7.50E-01,MI:0018 (two hybrid)|MI:0398 (two hybrid pooling approach)|SPIKE
Q13838,O43396,2.01E-01,MI:0401 (biochemical)
Q13838,P35226,7.11E-01,MI:0007 (anti tag coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
Q13838,Q96K80,1.82E-01,MI:0397 (two hybrid array)|MI:1112 (two hybrid prey pooling approach)
Q13838,Q13485,3.11E-01,MI:0004 (affinity chromatography technology)
Q13838,Q9NZ01,2.01E-01,MI:0401 (biochemical)
Q13838,Q9Y3A3,2.01E-01,MI:0401 (biochemical)
Q13838,Q13573,7.50E-01,MI:0006 (anti bait coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
Q13838,O75792,7.11E-01,MI:0007 (anti tag coimmunoprecipitation)|MI:0004 (affinity chromatography technology)
Q13838,Q8IWL3,4.14E-01,MI:0006 (anti bait coimmunoprecipitation)
Q13838,Q9UJV9,3.49E-01,MI:0007 (anti tag coimmunoprecipitation)
Q13838,Q96FV9,7.50E-01,MI:0006 (anti bait coimmunoprecipitation)|MI:0401 (biochemical)|MI:0007 (anti tag coimmunoprecipitation)|MI:0096 (pull down)|MI:0004 (affinity chromatography technology)
Q13838,Q6I9Y2,7.50E-01,MI:0401 (biochemical)|MI:0007 (anti tag coimmunoprecipitation)|MI:0096 (pull down)|MI:0004 (affinity chromatography technology)
